symbol,input,status,error,effective_preset,curve_kind,primary_curve_kind,resolved_config,used_fallback,scored_quotes,market_in_band_fraction,market_worst_in_band_fraction,market_reduced_chi_square,market_vol_rmse,market_bid_misses,market_ask_misses,market_max_price_error,calendar_violations,calendar_arb_free,validation_mask,admission_mask,arbitrage_mask,valued_options,fast_candidate_quotes,fast_representative_routes,fast_cold_fallbacks,fast_vs_cold_scored,fast_vs_cold_failures,fast_vs_cold_greek_scored,fast_vs_cold_greek_failures,fast_vs_cold_price_error_p50,fast_vs_cold_price_error_p95,fast_vs_cold_price_error_max,fast_vs_cold_delta_error_p50,fast_vs_cold_delta_error_p95,fast_vs_cold_delta_error_max,fast_vs_cold_gamma_error_p50,fast_vs_cold_gamma_error_p95,fast_vs_cold_gamma_error_max,fast_vs_cold_theta_error_p50,fast_vs_cold_theta_error_p95,fast_vs_cold_theta_error_max,fast_vs_cold_vega_error_p50,fast_vs_cold_vega_error_p95,fast_vs_cold_vega_error_max,fast_vs_cold_price_sign_flips,fast_vs_cold_delta_sign_flips,fast_vs_cold_theta_sign_flips,fast_vs_cold_vega_sign_flips,fast_negative_prices,fast_vs_cold_half_spread_passes,fast_vs_cold_half_tick_passes,fast_vs_cold_economic_gate_passes,fast_vs_cold_half_spread_pass_fraction,fast_vs_cold_half_tick_pass_fraction,fast_vs_cold_economic_gate_fraction,fast_representative_route_fraction,fast_screen_safe_fraction,fast_gate_option_tick,fast_gate_half_tick,fast_gate_vega_fraction,fast_point_limit,fast_greek_sample_limit,mode,full_chain_valuation,fast_sample_coverage_fraction
NOK,universe/NOK/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,381,0.74943713968389591,0.034482758620689655,12.965767933771053,0.077483572631514314,28,93,0.36403640679456661,88,0,0,0,32,1112,943,645,298,64,0,64,0,0.00065496363256123402,0.016363524195011081,0.024767977666259711,0.00020269428010527557,0.0039771820848684136,0.0055750010155505292,7.8946953366954703e-05,0.0037938628514579409,0.0074505182018756028,0.0032953269383473316,0.084526425924197568,0.54348301796711307,0.0019568066498258929,0.065176886592610117,0.19440509701625341,0,0,0,2,0,64,48,12,1,0.75,0.1875,0.68398727465535525,0.012725344644750796,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.099224806201550386
NOW,universe/NOW/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,897,0.97451442617666018,0.75,0.22326587731920622,0.041571560901279295,15,2,0.073100081241789044,34,0,0,0,32,2068,1931,1619,312,64,0,64,0,4.0834115783788816e-05,0.047011314725153852,0.24857423496266051,3.1055926227041564e-05,0.0057088992481861833,0.014294516534302693,3.7927391094427776e-06,0.0011150633300263451,0.0083004771570547413,0.0052313994048072132,0.81194626909518774,2.063771403784159,0.00045421515730259543,0.36020467550366453,0.96229216244606386,0,0,3,1,0,64,45,30,1,0.703125,0.46875,0.83842568617296742,0.015535991714137753,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.039530574428659669
NVDA,universe/NVDA/2026-07-01.parquet,ok,,fast,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,1574,0.50828130887425615,0.10909090909090909,8.1804848854976306,0.11746080310720952,495,229,0.25147754756972374,19,0,0,0,32,3914,3531,2728,803,64,0,64,0,0.00021910896260331214,0.27311504758785077,0.3270425635470815,1.5927279928535862e-05,0.0079943832765542178,0.043683856694362033,3.8280940534880792e-06,0.0011854803374379422,0.0058177311841699454,0.009113362923002466,7.2718081096369591,130.01059128287898,0.00054182796622037621,2.2644618256268387,11.728431183698575,0,0,2,3,0,64,42,29,1,0.65625,0.453125,0.77258566978193144,0.0082129708297932601,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.023460410557184751
ON,universe/ON/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,666,0.99884659746251447,0.98039215686274506,0.054004298452963659,0.031940529491688519,1,0,0.02398064203336785,55,0,0,0,32,1726,1529,1297,232,64,0,64,0,7.9799070123953708e-05,0.067408127224183545,0.20332253106877829,3.231237091450706e-05,0.0054557044033058943,0.010659620191309171,7.7932612973447349e-06,0.00059953109534942144,0.0011224939568520126,0.0079722076314698853,1.0210145901200001,5.8309755337230538,0.0011591569695583726,0.40211721239059606,1.3767077432255874,0,0,0,2,0,64,43,30,1,0.671875,0.46875,0.84826684107259642,0.01962066710268149,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.049344641480339242
ORCL,universe/ORCL/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,857,0.82445248506657998,0.21568627450980393,1.9023914605829502,0.039545961114862978,47,89,1.1956646226594692,83,0,0,0,32,2190,1981,1483,498,64,0,64,0,0.0007137409262227834,0.14313226336707885,0.66821598127071979,9.7724740172583369e-05,0.0046439376853864012,0.0071614134472576252,1.2340512780228876e-05,0.0010260914677966528,0.0047961797770719686,0.010268593880212507,0.56794527183080135,9.6146606945649609,0.0074962962609035344,0.63213292727693471,3.5574177172601509,0,0,0,2,0,64,38,26,1,0.59375,0.40625,0.74861181221605255,0.013124684502776375,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.04315576534052596
PANW,universe/PANW/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,919,0.68256022959279261,0.03125,14.734630825228477,0.13684586016480352,56,188,9.2589099007505382,113,0,0,0,32,2900,2369,1634,735,64,0,64,0,0.012734195077133137,0.65874570815120137,1.4709263270462714,0.00040722169023973964,0.0067459183853680882,0.010447902413960541,1.1273479045235783e-05,0.00020667264362221518,0.00038596475784214357,0.10522247068001889,3.1277155515480706,18.238069613868888,0.040591689716563906,2.1083975777653521,8.1624977664337166,0,0,3,3,0,64,26,13,1,0.40625,0.203125,0.6897425073870832,0.0054875474883917261,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.039167686658506728
PLTR,universe/PLTR/2026-07-01.parquet,ok,,robust,svi,svi,curve=svi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,819,0.89120554250447226,0.022727272727272728,1.1872363893096995,0.0095989087788213093,41,44,0.19825998771243425,0,1,0,0,0,2456,2349,1730,619,64,0,64,0,0.0001348165631485515,0.07635647017178826,0.1705682874778347,1.8246875872606622e-05,0.0068363027704628765,0.019540587678571697,4.3450677869871779e-06,0.0013216408079137132,0.0088786809619162375,0.0060272826948315483,4.4383529572293901,135.73908939707985,0.00050484492104074796,0.41960545241901115,1.6828850795343904,0,0,1,3,0,64,42,29,1,0.65625,0.453125,0.73648361004682839,0.012345679012345678,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.036994219653179193
QCOM,universe/QCOM/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,626,0.77951609730961358,0.13513513513513514,3.8099854085397071,0.045182791215551257,49,83,3.1879108150103752,57,0,0,0,32,1598,1457,1269,188,64,0,64,0,0.00095712883628884526,0.083974918442500268,0.1955513642818687,6.7205479869492102e-05,0.0018421725446392534,0.0040876809471304121,2.6920345419785378e-06,0.00010005681693854964,0.00041473002412867441,0.013689877932861805,0.49527185873410318,10.325310805453519,0.016188487126555628,0.41381772617974288,3.0240112001153818,0,0,0,1,0,64,40,18,1,0.625,0.28125,0.87096774193548387,0.012354152367879203,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.050433412135539799
RGTI,universe/RGTI/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,430,0.99819819819819811,0.97297297297297303,0.095248902408062219,0.040725297981077595,1,0,0.0019877982862434029,48,0,0,0,32,1222,1057,825,232,64,0,64,0,0.00089995535059017584,0.021287408508449346,0.039564843951135575,0.00029361856988796564,0.0028541553485003091,0.012012821275182661,0.00011308558344064537,0.0013614920726225527,0.010151044147010447,0.0065274771688712541,0.12662274289893283,0.38099753886544718,0.0019090924945732723,0.03893399279699139,0.14329581126103363,0,0,1,0,0,64,46,14,1,0.71875,0.21875,0.78051087984862821,0.013245033112582781,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.077575757575757576
RKLB,universe/RKLB/2026-07-01.parquet,fit_error,NotFound: select_curve: no common prepared holdout keys,robust,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,
SHOP,universe/SHOP/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,627,0.9924045915324986,0.92500000000000004,0.15737784652023287,0.051034815204951872,5,0,0.0098600781181927607,53,0,0,0,32,1470,1362,1261,101,64,0,64,0,2.8421709430404007e-14,0.078201590242578334,0.21103515501016545,2.6642102039786675e-06,0.0041395965654624778,0.010736940699415776,9.7428303331287269e-08,0.00083274485848961908,0.0013702140196144678,0.0025525949929630087,4.104411920165262,6.9784905350621367,1.4401485976398704e-05,0.55094600891426515,1.4832988046503104,0,0,0,3,0,64,46,37,1,0.71875,0.578125,0.92584434654919234,0.027165932452276064,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.050753370340999207
SMCI,universe/SMCI/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,699,0.87620296594629965,0.20454545454545456,7.1274613814543706,0.041297113922398918,38,61,0.29458887593850536,52,0,0,0,32,1736,1567,1096,471,64,0,64,0,0.0005474684633419713,0.046167471233548696,0.1334620553770165,0.00014709983023047934,0.0023652606041385527,0.0097532804048933164,2.0225765770522097e-05,0.00061864610628106775,0.010670705890149687,0.0040970976814360682,0.087931570487855382,0.26952428484162994,0.0013852324593184306,0.11487646227148929,0.22149060870819426,0,0,0,0,0,64,46,19,1,0.71875,0.296875,0.69942565411614555,0.012125079770261647,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.058394160583941604
SNDK,universe/SNDK/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,6121,0.85599943020973657,0.25391849529780564,4.9134613742152755,0.054439811798203543,356,610,34.695739280560289,69,0,0,0,32,12924,12583,9396,3187,64,0,64,0,3.3409458865207853e-05,0.28369265664014165,0.48630173633250706,1.0943520842299215e-06,0.001046197694119344,0.0026837524281847353,3.3529661677342282e-09,1.1816417572446344e-05,0.00014459711240218817,0.038310892939421137,1.2661535366646604,4.7129303551689112,0.00028412604319782986,2.8671486288144479,15.422472597796286,0,0,0,0,0,64,37,32,1,0.578125,0.5,0.74672176746403873,0.002543113724866884,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.0068114091102596851
SNOW,universe/SNOW/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,780,0.86586608558444877,0.27586206896551724,2.4862053840934815,0.044512430252088314,30,58,4.4885109594232313,133,0,0,0,32,2034,1797,1430,367,64,0,64,0,0.0035761133309191173,0.43162472938561791,0.81187791832533662,0.00021968703947308765,0.0036991827637194996,0.0060983852372393788,9.2372678627426676e-06,0.00018273819936829878,0.0014080583978580369,0.063342520094344934,1.8839074451930564,3.024105649497665,0.020009351875572179,0.91632189353047977,1.4461014511876158,0,0,1,1,0,64,34,13,1,0.53125,0.203125,0.79577072899276569,0.0072342793544796884,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.044755244755244755
SPY,spy/SPY_2026-02-12T1435Z.parquet,ok,,hft,linear-variance,linear-variance,curve=linear-variance;prep=0;score=0;calendar_floor=0;query_tier=0;deam_cache=0,0,1640,0,0,0,0,0,0,0,261,0,0,0,32,12040,11340,11340,0,64,0,64,0,0.0066733019979210439,0.79082436927603794,2.3646478640108626,0.00013321875622901997,0.032543338698974633,0.079681943861928728,2.2027026466927592e-06,0.0011964596338456621,0.002871172912077963,0.037182575189746103,19.091468673251939,294.92660548148336,0.0096071663426400278,5.9587637626901255,15.569677827151907,0,1,3,5,0,53,31,15,0.828125,0.484375,0.234375,1,0.0013227513227513227,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.0056437389770723108
SPY,spy/SPY_2026-02-12T1700Z.parquet,ok,,hft,linear-variance,linear-variance,curve=linear-variance;prep=0;score=0;calendar_floor=0;query_tier=0;deam_cache=0,0,1592,0,0,0,0,0,0,0,249,0,0,0,32,12040,11119,10891,228,64,0,64,0,0.013787517983775199,0.87333952324217989,3.4623004730971729,0.0002972307104921329,0.023552022116461901,0.07362289920575904,5.2676543636121127e-06,0.0019382360115800428,0.0043350019048131643,0.052574801334835719,11.729330207705448,29.055629904474792,0.089908149325367503,4.9076596447456637,22.204899991017896,0,2,2,5,0,48,27,13,0.75,0.421875,0.203125,0.97949455886320713,0.0011691698893785412,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.0058764117160958586
SPY,spy/SPY_2026-02-12T1955Z.parquet,ok,,hft,linear-variance,linear-variance,curve=linear-variance;prep=0;score=0;calendar_floor=0;query_tier=0;deam_cache=0,0,1589,0,0,0,0,0,0,0,224,0,0,0,32,12040,11391,11163,228,64,0,64,0,0.0089952305378453445,0.67099209770569246,3.6873293148895527,0.00019939314150352327,0.02025651290365571,0.074666120498729893,4.0780661498752628e-06,0.00079836746900841026,0.0032922413996214523,0.052207233251857943,7.8478661812784978,21.101195559772894,0.074969648069101918,5.519634023145386,25.514719958064404,0,1,1,3,0,49,28,12,0.765625,0.4375,0.1875,0.97998419805109294,0.0010534632604687912,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.0057332258353489209
SPY,spy/SPY_2026-03-09T1335Z.parquet,ok,,hft,linear-variance,linear-variance,curve=linear-variance;prep=0;score=0;calendar_floor=0;query_tier=0;deam_cache=0,0,1662,0,0,0,0,0,0,0,296,0,0,0,32,12574,11721,11696,25,64,0,64,0,0.02656368815200949,4.4276405795155824,9.3670350490349392,0.00037158215918784744,0.018376215201355905,0.051378664908303784,8.7642813250024911e-06,0.00078123922897555822,0.0030194535980164025,0.37328864543151496,17.207220015317439,39.843387449834886,0.17449772798445906,11.700973495284558,27.866926439627065,0,0,5,7,0,52,21,12,0.8125,0.328125,0.1875,0.9978670761880386,0.0010238034297414896,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.0054719562243502051
SPY,spy/SPY_2026-03-09T1600Z.parquet,ok,,hft,linear-variance,linear-variance,curve=linear-variance;prep=0;score=0;calendar_floor=0;query_tier=0;deam_cache=0,0,1662,0,0,0,0,0,0,0,237,0,0,0,32,12574,11745,11723,22,64,0,64,0,0.018092023359166376,4.6262019893681554,10.135677980180446,0.00035524178406898255,0.020918032812859089,0.055436883255405744,6.497017114964667e-06,0.0007045711640903795,0.0030957089072198079,0.086968051540999625,15.646997988116317,89.990367510140331,0.080725213220423253,10.650597896778915,27.835970962724275,0,0,3,7,0,51,26,15,0.796875,0.40625,0.234375,0.99812686249467863,0.001277139208173691,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.0054593534078307597
SPY,spy/SPY_2026-03-09T1955Z.parquet,ok,,hft,linear-variance,linear-variance,curve=linear-variance;prep=0;score=0;calendar_floor=0;query_tier=0;deam_cache=0,0,1662,0,0,0,0,0,0,0,209,0,0,0,32,12574,11690,11652,38,64,0,64,0,0.017016747923776165,4.660743310919429,8.2146404457401445,0.00038735514984315073,0.02280029324752697,0.067907387654831397,8.6583154211989635e-06,0.00089830894164798225,0.0034102010714293428,0.35345260616496077,22.424547136541705,40.000291091243241,0.11568116977499426,8.531599990609589,22.111072766928203,0,0,3,6,0,57,23,14,0.890625,0.359375,0.21875,0.99674935842600509,0.0011976047904191617,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.0054926192928252664
SPY,spy/SPY_2026-05-27T1335Z.parquet,ok,,hft,linear-variance,linear-variance,curve=linear-variance;prep=0;score=0;calendar_floor=0;query_tier=0;deam_cache=0,0,1702,0,0,0,0,0,0,0,321,0,0,0,32,14190,13622,13622,0,64,0,64,0,0.0054034710563328758,4.1236961115556028,8.5561775572486454,0.00017970047056403704,0.018680440844786816,0.074385943405289701,3.5443861356577809e-06,0.0010208645745547855,0.0041648004789853598,0.098520022171454613,51.599629480643941,146.88947665028377,0.0226044017844068,10.927639038540502,22.192828733372608,0,1,4,5,0,45,31,20,0.703125,0.484375,0.3125,1,0.0014682131845543973,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.0046982821905740711
SPY,spy/SPY_2026-05-27T1600Z.parquet,ok,,hft,linear-variance,linear-variance,curve=linear-variance;prep=0;score=0;calendar_floor=0;query_tier=0;deam_cache=0,0,1702,0,0,0,0,0,0,0,349,0,0,0,32,14190,13670,13670,0,64,0,64,0,0.0072155170796909937,4.738031455512953,9.8322298026503177,0.0001886555201928708,0.020906046583888949,0.071328535562489748,3.2975579370157292e-06,0.00079438740687409401,0.0016440901335703381,0.058965071510337808,48.209754514203013,231.84033021364894,0.022297517910482428,15.996968602515992,34.006871080758287,0,1,4,5,0,46,31,20,0.71875,0.484375,0.3125,1,0.001463057790782736,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.0046817849305047553
SPY,spy/SPY_2026-05-27T1955Z.parquet,ok,,hft,linear-variance,linear-variance,curve=linear-variance;prep=0;score=0;calendar_floor=0;query_tier=0;deam_cache=0,0,1696,0,0,0,0,0,0,0,325,0,0,0,32,14190,13549,13549,0,64,0,64,0,0.0083824978785358439,4.7499546775135286,11.024863231448876,0.00022701701738206403,0.038499457084152366,0.074453128023831638,2.8663751240609603e-06,0.0014100633310255445,0.0031599517828484079,0.071350290221618096,20.044473581221975,25.279441169707461,0.025657078128390243,13.652520760533402,26.284259465335765,0,1,4,5,0,43,30,14,0.671875,0.46875,0.21875,1,0.0010332865894161932,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.0047235958373311685
SPY,spy/SPY_2026-06-05T1955Z.parquet,ok,,hft,linear-variance,linear-variance,curve=linear-variance;prep=0;score=0;calendar_floor=0;query_tier=0;deam_cache=0,0,1680,0,0,0,0,0,0,0,226,0,0,0,32,14014,13586,13586,0,64,0,64,0,0.013862580806691227,5.5210075558865412,13.610288924774125,0.0003203682248889006,0.034710770845258199,0.074371166058513571,4.1395254907646538e-06,0.0012083963005849021,0.0048730697967091343,0.079468266317583414,10.505041690066697,32.101624558429393,0.14123803119587564,19.012848570324309,28.584828874483492,0,0,2,6,0,47,27,16,0.734375,0.421875,0.25,1,0.001177682908876785,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.0047107316355071401
STX,universe/STX/2026-07-01.parquet,ok,,robust,svi,svi,curve=svi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,214,0.77333333333333332,0,1.1062266894702091,0.014251071200550384,0,24,10.928518478673368,0,1,0,0,0,5218,4662,1380,3282,64,0,64,0,0.0011690682026568311,0.21893105904689492,0.31052256356610997,0.00017504996006438567,0.0025523144203321024,0.0028836506764889913,3.9223899877050602e-06,6.0582885505871967e-05,0.00029715278947030008,0.015708868190586145,0.56893212698054185,1.1537060688527845,0.01529895268700443,2.0135225793728182,7.9803264969392558,0,0,0,0,0,64,36,32,1,0.5625,0.5,0.29601029601029599,0.0068640068640068641,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.046376811594202899
TER,universe/TER/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,757,0.99503722084367241,0.967741935483871,0.04506762649488804,0.017995863738890196,2,2,0.53884710483238019,55,0,0,0,32,2072,1793,1247,546,64,0,64,0,0,0.052220601195926974,0.090130479173780031,2.0970479298609845e-06,0.00077594749836018551,0.002021644612946169,2.314518999287779e-08,3.8022739081390675e-05,0.00074598797208437798,0.033269289432659832,0.87250665076561518,1.2229258595889689,3.6011886237474755e-05,0.75011538347202134,3.025599401128062,0,0,0,0,0,64,43,33,1,0.671875,0.515625,0.69548243167875068,0.018404907975460124,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.051323175621491579
TMO,universe/TMO/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,486,0.81716807194693253,0.29310344827586204,2.2702246904044401,0.03640992850071622,26,79,10.590696799700108,82,0,0,0,32,1618,1306,1187,119,64,0,64,0,1.1368683772161603e-13,0.57299895895567943,3.2333055637707844,4.4610379920095866e-06,0.0093836242854338225,0.014610396147355376,1.5624436091807303e-07,0.00026792990225526473,0.00078135474770458287,0.010301960255887366,3.5126594755110716,24.990843990676812,0.00030415814316597789,7.1939354661786439,33.184825602926566,0,0,2,2,0,64,37,34,1,0.578125,0.53125,0.90888208269525272,0.026033690658499236,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.053917438921651219
TSLA,universe/TSLA/2026-07-01.parquet,ok,,fast,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,2497,0.47111862603964211,0.099337748344370855,10.534299492169318,0.10670242236686456,940,478,1.4420223007724147,9,0,0,0,32,5824,5409,4197,1212,64,0,64,0,5.8841820305133297e-15,0.72347012819813017,1.4253323393022583,6.9201679669915472e-06,0.011696521007141136,0.022185524013090707,2.4790324315137474e-07,0.00058984801169650034,0.0020426715498302033,0.04991562187279186,37.536792469345471,416.2052441187443,0.00019111731302245971,4.6973361705290841,17.470250486968268,0,0,0,3,0,64,39,33,1,0.609375,0.515625,0.77592900721020519,0.0061009428729894618,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.015248987371932332
TSM,universe/TSM/2026-07-01.parquet,ok,,robust,svi,svi,curve=svi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,672,0.86458333333333337,0,1.5202749413738135,0.011333671488837245,8,24,2.1182897544236567,0,1,0,0,0,2540,2488,1876,612,64,0,64,0,0.00010448520905065317,0.1225443340764798,0.46512033312231438,5.4475977412926646e-06,0.0029468959160793284,0.0066729068105157996,1.3336350175786231e-07,0.00011981154256271074,0.00031734924872873485,0.0081634416663955989,0.57332308004421861,17.289237006187513,0.00095542939958059847,1.1897067322769885,5.4238419709150207,0,0,0,1,0,64,47,30,1,0.734375,0.46875,0.75401929260450162,0.012057877813504822,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.034115138592750532
TXN,universe/TXN/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,719,0.99376543209876544,0.92500000000000004,0.084493388076370496,0.030682260337854931,0,4,0.29473663715295184,40,0,0,0,32,1954,1696,1462,234,64,0,64,0,0.0037298090532900119,0.40125690551411708,0.64157938083019417,0.00023043137080930309,0.0045221051877655238,0.0089481540706074503,9.0888045770256415e-06,0.00013577143600753002,0.00090097991484827244,0.05624416107225727,9.6383795881290126,370.79483208045394,0.021964516069719053,0.91670209317418028,1.9819972576992555,0,0,0,1,0,64,33,18,1,0.515625,0.28125,0.86202830188679247,0.010613207547169811,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.043775649794801641
UBER,universe/UBER/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,457,0.98149123360698309,0.87096774193548387,0.22909237652174583,0.033626021218844115,7,1,0.024078041145425999,39,0,0,0,32,1124,1019,984,35,64,0,64,0,2.7983397750119821e-06,0.15745844290856326,1.4852051470025458,5.8600940194830642e-06,0.0052045596790694093,0.029506908973012003,5.3349757732704117e-07,0.0012380143311775758,0.0069968657584090583,0.00036324806962895195,0.4734548894516637,2.7757039200346334,3.1542089345748536e-05,0.32260965534150188,2.1799442563929503,0,0,1,2,0,64,47,35,1,0.734375,0.546875,0.96565260058881253,0.034347399411187439,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.065040650406504072
UNH,universe/UNH/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,767,0.82885519682867437,0.33333333333333331,0.97559234185995602,0.048118253419954099,38,101,2.8419683448678796,72,0,0,0,32,2096,1815,1480,335,64,0,64,0,0.010203508356427804,0.77950390150017768,2.1396029313516181,0.00036999535111736925,0.0075478120903729184,0.013955157141626984,8.8360813631405306e-06,0.00018856957744752185,0.00047106691119361857,0.14586094213132839,13.758259348327581,227.25936382689633,0.071306612932630742,2.3475170979425855,12.947983869093093,0,0,0,2,0,64,29,10,1,0.453125,0.15625,0.81542699724517909,0.0055096418732782371,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.043243243243243246
V,universe/V/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,719,0.42095963146841697,0.020408163265306121,7.4679336411890631,0.033855971507491325,25,416,8.5840677711341744,97,0,0,0,32,1932,1685,1619,66,64,0,64,0,6.921934258098672e-05,0.41236603553653595,1.5603204019768668,1.5235852881489986e-05,0.014369770574309659,0.030553690396749822,1.0060866997303589e-06,0.0012113976610916097,0.0023031353426857405,0.0079063751039822883,2.970138146224599,147.38050754795233,0.0016974278918908681,3.2084358635883916,14.96866103702331,0,0,3,2,0,64,42,30,1,0.65625,0.46875,0.96083086053412459,0.017804154302670624,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.039530574428659669
VRT,universe/VRT/2026-07-01.parquet,ok,,robust,c8-event,c8-event,curve=c8-event;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,152,1,1,0.016376758269993717,0.0020306525094931911,0,0,0,0,1,0,0,0,1858,1654,490,1164,64,0,64,0,9.4311232601285155e-05,0.040043287283623386,0.06307065755774488,5.4140633694188534e-05,0.0021941877120983388,0.0050679240567346184,6.7111585731192188e-06,0.00028914078758162352,0.0018746769663811017,0.00086702663026017035,0.11623253888952689,0.32992364913012295,0.00043076880051273747,1.7147024456910955,2.9129165262768311,0,0,0,0,0,64,40,32,1,0.625,0.5,0.2962515114873035,0.019347037484885126,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.1306122448979592
