symbol,input,status,error,effective_preset,curve_kind,primary_curve_kind,resolved_config,used_fallback,scored_quotes,market_in_band_fraction,market_worst_in_band_fraction,market_reduced_chi_square,market_vol_rmse,market_bid_misses,market_ask_misses,market_max_price_error,calendar_violations,calendar_arb_free,validation_mask,admission_mask,arbitrage_mask,valued_options,fast_candidate_quotes,fast_representative_routes,fast_cold_fallbacks,fast_vs_cold_scored,fast_vs_cold_failures,fast_vs_cold_greek_scored,fast_vs_cold_greek_failures,fast_vs_cold_price_error_p50,fast_vs_cold_price_error_p95,fast_vs_cold_price_error_max,fast_vs_cold_delta_error_p50,fast_vs_cold_delta_error_p95,fast_vs_cold_delta_error_max,fast_vs_cold_gamma_error_p50,fast_vs_cold_gamma_error_p95,fast_vs_cold_gamma_error_max,fast_vs_cold_theta_error_p50,fast_vs_cold_theta_error_p95,fast_vs_cold_theta_error_max,fast_vs_cold_vega_error_p50,fast_vs_cold_vega_error_p95,fast_vs_cold_vega_error_max,fast_vs_cold_price_sign_flips,fast_vs_cold_delta_sign_flips,fast_vs_cold_theta_sign_flips,fast_vs_cold_vega_sign_flips,fast_negative_prices,fast_vs_cold_half_spread_passes,fast_vs_cold_half_tick_passes,fast_vs_cold_economic_gate_passes,fast_vs_cold_half_spread_pass_fraction,fast_vs_cold_half_tick_pass_fraction,fast_vs_cold_economic_gate_fraction,fast_representative_route_fraction,fast_screen_safe_fraction,fast_gate_option_tick,fast_gate_half_tick,fast_gate_vega_fraction,fast_point_limit,fast_greek_sample_limit,mode,full_chain_valuation,fast_sample_coverage_fraction
DDOG,universe/DDOG/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,836,0.98402365935567249,0.93333333333333335,0.20162820370775225,0.058361926525672479,8,6,0.14409249988244377,7,0,0,0,32,1896,1784,1373,411,64,0,64,0,1.1556689827330047e-07,0.092441461565186955,0.43471287838821127,3.2107721553709112e-06,0.0041492854769062462,0.0071934577003335276,1.2473983888872109e-07,0.00035178654538076408,0.0019312744576803795,0.0059374358561257168,1.2280906998842767,13.078222227012528,3.0485025128257348e-05,0.96331226779378198,3.4629339840565194,0,0,0,1,0,64,47,32,1,0.734375,0.5,0.76961883408071752,0.017937219730941704,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.046613255644573928
DELL,universe/DELL/2026-07-01.parquet,ok,,robust,c8-event,c8-event,curve=c8-event;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,532,1,1,0.0079444251101811018,0.0014444261950883872,0,0,0,0,1,0,0,0,3270,2954,1816,1138,64,0,64,0,0.001551007621252154,0.16733174423123387,0.27315156101957427,2.682679238086294e-05,0.0035657503238016863,0.0070703231304674041,2.78141281539134e-07,5.4543306972155807e-05,6.7604340622306157e-05,0.0066567204986185402,0.53693681316113384,16.40368822083299,0.0076229832306751177,0.47904065344467028,2.4543687217202597,0,0,0,1,0,64,38,25,1,0.59375,0.390625,0.61475964793500337,0.0084631008801624909,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.035242290748898682
F,universe/F/2026-07-01.parquet,ok,,robust,linear-variance,linear-variance,curve=linear-variance;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,106,1,1,0.00023246711273114642,0.0001379482706082975,0,0,0,0,1,0,0,0,844,615,541,74,64,0,64,0,0.0043791765879466205,0.090120325408885371,0.17664573803679318,0.0018791205491648366,0.020506731901495101,0.035107615625213695,0.00068840562843359987,0.013816742911616532,0.03065689058824056,0.016036105887661578,1.4683976148917486,2.3339448271888044,0.0069663509943397152,0.1561255349404842,0.92227613661263708,0,0,6,10,0,64,32,3,1,0.5,0.046875,0.87967479674796745,0.0048780487804878049,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.11829944547134935
GE,universe/GE/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,528,0.39732734301956268,0.033333333333333333,70.60034941781241,0.19410575609880346,83,235,25.573511986125968,145,0,0,0,32,1576,1316,1140,176,64,0,64,0,0.00034146777076084212,0.094845792689824293,0.22779170796718518,8.5964101153385153e-05,0.0019203386329627037,0.0043792122202278572,1.6520411142200916e-06,0.00017636873300548236,0.00090506261325181379,0.024189555234158888,0.38385159684457903,3.8547620647027392,0.004301273138793249,2.0037994707187892,7.7132850917251403,0,0,0,0,0,64,40,25,1,0.625,0.390625,0.86626139817629177,0.018996960486322188,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.056140350877192984
GEV,universe/GEV/2026-07-01.parquet,ok,,robust,c8-event,c8-event,curve=c8-event;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,588,1,1,0.0133952930634407,0.0018413023844986152,0,0,0,0,1,0,0,0,4292,3780,1690,2090,64,0,64,0,5.6843418860808015e-14,0.36236703966159212,1.4555689740938078,7.9374449157842975e-07,0.0052207841659553944,0.007151553927268961,1.8001479740441945e-09,0.00010467369718344103,0.00070357510640274416,0.0016470915753927784,1.3597564936806634,3.0031468331882181,0.00028312047010103925,1.1129292474408388,6.9237175365119583,0,0,0,0,0,64,34,32,1,0.53125,0.5,0.44708994708994709,0.0084656084656084662,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.037869822485207101
GLW,universe/GLW/2026-07-01.parquet,ok,,robust,svi,svi,curve=svi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,68,0.73265306122448981,0,1.2525951399081627,0.014328569977636697,0,11,1.3024848383321981,0,1,0,0,0,2072,1904,532,1372,64,0,64,0,3.6900914977877619e-05,0.022267056191708434,0.048980221165464854,7.586448258489753e-07,0.00041219992614061063,0.001130693711323516,9.144784965408638e-09,2.3802168230838941e-05,7.0717521336661864e-05,0.00018670983504520677,0.015614132094455613,0.032546999667204091,0.00060170944281168204,1.1692498043203017,1.2478217778140106,0,0,0,0,0,64,49,34,1,0.765625,0.53125,0.27941176470588236,0.017857142857142856,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.12030075187969924
GOOG,universe/GOOG/2026-07-01.parquet,ok,,fast,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,1116,0.91161675686441435,0.69491525423728817,0.6027507425606986,0.048685059709560358,74,22,0.31583147086626084,29,0,0,0,32,2538,2385,2096,289,64,0,64,0,3.4076098529567389e-06,0.30704804489437265,1.892503559972937,1.0175427067715681e-05,0.0035685348911332904,0.015412472267480881,5.8880850322892697e-07,0.00069390061393117576,0.0016774343443116775,0.0035465110569248282,14.042575339080681,213.41774478358002,0.00018729978984310947,2.4143541784951292,3.5460398675263605,0,0,3,4,0,64,40,30,1,0.625,0.46875,0.87882599580712784,0.012578616352201259,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.030534351145038167
GOOGL,universe/GOOGL/2026-07-01.parquet,ok,,fast,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,2002,0.91227704961298206,0.54545454545454541,0.7132941370346958,0.055779392739568494,109,28,0.23122883090686219,39,0,0,0,32,4842,4423,3682,741,64,0,64,0,3.234390533179976e-11,0.76408375152868757,2.3038970852511511,4.3445343823056426e-06,0.010481743860493165,0.032856340316565591,1.352889533480766e-07,0.001178301087633055,0.0046945099014626453,0.0055794374934237112,15.858214699089695,199.37797330416356,0.00018560772645059842,2.360046151936217,4.6187085859410359,0,0,3,4,0,64,39,32,1,0.609375,0.5,0.83246665159394073,0.0072349084331901426,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.017381857686040194
GS,universe/GS/2026-07-01.parquet,ok,,robust,convex-dense,convex-dense,curve=convex-dense;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,2272,0.98859553148653179,0.91666666666666663,0.048354424588951367,0.002837947691790571,1,7,1.5460242833152336,0,1,0,0,0,6790,6203,5917,286,64,0,64,0,0.011293431845274426,0.85850137155478023,2.418024711698223,9.7453631523691797e-05,0.005634813499419522,0.015476740301633929,1.1348113983817719e-06,9.7118269522829172e-05,0.00049625969613333347,0.090442842107265164,4.2791190960355792,8.8820981727191111,0.061291934897269584,7.75456282999885,25.779853722500185,0,0,2,1,0,64,27,17,1,0.421875,0.265625,0.95389327744639696,0.0027406093825568275,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.010816292039885076
HD,universe/HD/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,552,0.9262991910050733,0.45714285714285713,0.36213583011724715,0.021275461559971634,19,24,5.1852014719948301,142,0,0,0,32,1890,1523,1403,120,64,0,64,0,0.011607636695103452,0.61818385242622753,1.7722006045393073,0.00056921591270614469,0.012904170542802684,0.04470880096056129,1.6135367578899197e-05,0.0003957503398468315,0.0006428936286220952,0.055785360000086825,2.2479205876726489,2.8096863473794862,0.097786554900871181,2.5751885410468844,14.726413175890286,0,0,2,1,0,64,28,15,1,0.4375,0.234375,0.92120814182534472,0.0098489822718319103,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.045616535994297935
HOOD,universe/HOOD/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,871,0.78056599553555128,0.14705882352941177,6.0909646011659673,0.054119910373153904,46,155,1.7191411778157821,110,0,0,0,32,2102,1922,1447,475,64,0,64,0,0.0082214082481684159,0.2298789067143332,0.64790029496390389,0.00034942654468164691,0.0055755248807148883,0.017006006914594529,2.7055071955416239e-05,0.00037821598024109955,0.0011385383864271502,0.042611514662329597,0.52373679764920844,6.7124851443299383,0.010915500171261527,0.45527768498075716,4.2614915470931862,0,0,1,2,0,64,28,13,1,0.4375,0.203125,0.75286160249739853,0.0067637877211238293,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.0442294402211472
HPE,universe/HPE/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,424,0.99530864197530866,0.96296296296296291,0.086563003639412717,0.044292977010874118,1,1,0.031447131945081752,49,0,0,0,32,1318,1083,916,167,64,0,64,0,0.00088964397735047385,0.11816683932802974,0.34887805116740012,0.00016498119075308848,0.01154313734851764,0.012880142220314972,3.1103168904009909e-05,0.0017561024051849297,0.0099974844103651386,0.008275021270921723,1.1216738462234157,3.7935336091332537,0.003007382820213067,0.70396761516592066,1.1557517051614834,0,0,0,1,0,64,40,23,1,0.625,0.359375,0.8457987072945522,0.021237303785780239,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.069868995633187769
IBM,universe/IBM/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,845,0.68666847343184378,0,4.1956641390705798,0.057117206159184537,52,224,6.5582916008006151,118,0,0,0,32,2174,1932,1742,190,64,0,64,0,0.007936486117969821,0.33313286391131669,0.67086456999277289,0.00030210966169719189,0.0056790376747162252,0.013185093677713478,1.120465849986309e-05,0.00048155350954398357,0.001242760659828692,0.050529071598575115,14.180244151796899,231.45420867919984,0.017930499700632652,0.61601856398826271,5.4837635146937487,0,0,0,0,0,64,29,13,1,0.453125,0.203125,0.90165631469979302,0.006728778467908903,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.036739380022962113
INTC,universe/INTC/2026-07-01.parquet,ok,,robust,c8-event,c8-event,curve=c8-event;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,488,0.68978263437836285,0,4.556155033024182,0.018688329827969915,35,132,1.870573985190795,0,1,0,0,0,2168,2060,1444,616,64,0,64,0,1.298416407280456e-06,0.05271440706999897,0.16589350416664672,1.199772570480151e-06,0.0026003348455663211,0.005614208261458753,9.4998019239261877e-08,0.00027046998254731192,0.0016972095536427209,0.00067139879871547237,0.13202576843204383,3.3736119254175145,1.3214887804424702e-05,0.284772313381076,1.4224025976853056,0,0,0,1,0,64,49,34,1,0.765625,0.53125,0.70097087378640777,0.016504854368932041,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.044321329639889197
INTU,universe/INTU/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,649,0.99007713884992987,0.92500000000000004,0.14966424430681924,0.029192697107764693,5,0,0.070703548149533446,7,0,0,0,32,2018,1676,1276,400,64,0,64,0,0.00064874615791588042,0.43006983202556626,1.2937180866803146,4.1054813645136079e-05,0.0082112446970779018,0.022152325313782639,1.8194783290095369e-06,0.00034817296653613639,0.0011739772297027988,0.0043279839966174904,2.5773213448067178,13.401191804956037,0.007928528704738369,1.0467472614014792,6.5214994908120332,0,0,2,5,0,64,40,28,1,0.625,0.4375,0.76133651551312653,0.016706443914081145,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.050156739811912224
IONQ,universe/IONQ/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,431,0.9952020202020202,0.95833333333333337,0.12127057544565188,0.061226446543295988,2,0,0.011833593348609728,20,0,0,0,32,1106,984,702,282,64,0,64,0,0.0056976695926591603,0.13617197121090996,0.36962366411033543,0.00049461883849821753,0.0057772957885708909,0.012336700427253433,6.140585254481995e-05,0.00087293819497721165,0.0059959659828856954,0.042058707470008727,0.92283254521241265,3.6699143099497205,0.0063289825585437498,0.22030398342602098,0.87219428803228283,0,0,0,0,0,64,30,11,1,0.46875,0.171875,0.71341463414634143,0.011178861788617886,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.091168091168091173
IREN,universe/IREN/2026-07-01.parquet,ok,,robust,svi,svi,curve=svi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,44,0.97916666666666663,0.91666666666666663,0.080832978455596366,0.0044029851857027655,1,0,0.029667492382160709,0,1,0,0,0,1632,1516,845,671,64,0,64,0,4.1936320702845586e-05,0.012556309956998746,0.023227411667065212,9.875173077267263e-06,0.0014676056196970544,0.0034546952047455892,2.828062405464335e-06,0.000550727820199934,0.0088775599533338669,0.0028319338316666887,0.082978010049620465,0.22961725407087441,0.00036162662696104242,0.057575605378240136,0.17644929550381327,0,0,0,0,0,64,55,29,1,0.859375,0.453125,0.55738786279683372,0.01912928759894459,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.075739644970414202
JNJ,universe/JNJ/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,325,0.86729166666666668,0.2857142857142857,0.58192709063365178,0.025148471213436111,2,40,1.2113687861636087,84,0,0,0,32,1260,955,866,89,64,0,64,0,0.00044276090675055002,0.27574148121206576,0.87083074446385922,7.2088069785869457e-05,0.012095421519154659,0.034624451880647333,3.9321598216254458e-06,0.00088287853652395994,0.0013124489231301942,0.017106950294305534,8.2495922671376203,122.38059135822266,0.0051323317444058603,2.1249466379875201,6.7664454641827234,0,0,0,1,0,64,39,24,1,0.609375,0.375,0.90680628272251307,0.025130890052356022,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.073903002309468821
JPM,universe/JPM/2026-07-01.parquet,ok,,fast,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,624,0.99519230769230771,0.92307692307692313,0.095514428233883189,0.0060930640547237503,1,2,0.32369221508295354,99,0,0,0,32,1904,1593,1425,168,64,0,64,0,0.0013318029266145004,0.60319414090898249,0.96058066577313639,1.747882230007658e-05,0.013846615720052635,0.03980248494001104,4.1407516701211363e-07,0.00046718002069298312,0.0033186236212685858,0.0056951400356100024,1.1789742962958591,4.9483093562594611,0.00469912065096878,3.2871327269861856,6.0816325277112586,0,0,0,3,0,64,40,28,1,0.625,0.4375,0.89453860640301319,0.017576898932831136,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.044912280701754383
KLAC,universe/KLAC/2026-07-01.parquet,ok,,robust,svi,svi,curve=svi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,511,0.76410934744268078,0,1.9847511805884837,0.051531496629232752,4,149,10.209993604797383,0,1,0,0,0,2468,2268,1538,730,64,0,64,0,0.022521525990484292,0.36511151497145988,0.69475600703947293,0.00049854113682290535,0.0036653088937361744,0.0075295334879887932,8.5856810732309885e-06,6.8409855126922142e-05,0.0010401914696723954,0.12721356895947622,1.734915894226873,2.3752861931878044,0.043832184969168964,0.93514107846925354,1.2567859987824335,0,0,0,0,0,64,21,6,1,0.328125,0.09375,0.67813051146384484,0.0026455026455026454,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.041612483745123538
KO,universe/KO/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,324,0.92109627095433821,0.75,0.59953488040067926,0.041953110515439228,17,8,0.25950088249408232,84,0,0,0,32,916,782,761,21,64,0,64,0,0.0006232311661120149,0.34054972762485747,1.8576009015984809,0.00011927336496488951,0.020817393624298242,0.070605272341954128,5.114296987674934e-05,0.0029841951404448522,0.0088999305239709382,0.013637821444034248,0.91461352364798021,1.717168768024848,0.011839267231753992,2.5112019990426244,9.2329429880398663,0,0,3,4,0,64,43,20,1,0.671875,0.3125,0.97314578005115093,0.02557544757033248,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.084099868593955324
LITE,universe/LITE/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,2305,0.97815636579486998,0.6160714285714286,0.082659385793095771,0.023959309323988476,11,36,1.9070155075229547,53,0,0,0,32,5270,4940,4214,726,64,0,64,0,0.051728458077697326,2.1697169242280552,3.8261570362200246,0.00049756828481541115,0.0027217219599907638,0.0065905011559937998,3.7202473534793043e-06,4.4279481087222618e-05,0.00019393007802231355,0.41237437376520347,3.2494679777395845,4.2918695227310764,0.12589543115215562,3.5969416700190777,4.9398675097231148,0,0,0,0,0,64,15,8,1,0.234375,0.125,0.85303643724696354,0.0016194331983805667,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.015187470336971999
LLY,universe/LLY/2026-07-01.parquet,ok,,robust,svi,svi,curve=svi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,582,0.99408284023668636,0.92307692307692313,0.083760230022895329,0.0041210179403756023,1,0,2.9578754024603455,0,1,0,0,0,3912,3404,2678,726,64,0,64,0,4.0483882912667468e-10,1.0791780121589909,2.1853640522281239,2.1600040775449081e-06,0.0081097167080667054,0.012333293408126861,1.4815770006562472e-08,0.00023691481352548153,0.0012056432868153353,0.0045496493927430492,5.5962774530920569,30.478516254696054,0.00031802408727799047,3.8678941631518455,21.203769518333274,0,0,1,2,0,64,39,35,1,0.609375,0.546875,0.7867215041128085,0.010282021151586369,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.023898431665421958
LRCX,universe/LRCX/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,921,0.90310302126838538,0.33333333333333331,0.34399873735573261,0.046291069535919833,15,87,2.6875292598937754,82,0,0,0,32,2572,2207,1492,715,64,0,64,0,2.3374160349476369e-06,0.034107873241239872,0.28087091753687332,1.2836199680468785e-06,0.0010290577296214742,0.0047947132952101956,1.1442310534183833e-08,0.00010264171351031647,0.00082375581021688524,0.0074451466194105365,0.14315698446827696,0.51985571477275982,7.4409774452277588e-05,0.22910898911908362,0.9377421238454815,0,0,0,0,0,64,54,37,1,0.84375,0.578125,0.67603081105573182,0.016764839148164928,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.042895442359249331
MA,universe/MA/2026-07-01.parquet,ok,,robust,c8-event,c8-event,curve=c8-event;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,392,0.42948717948717946,0,12.422623798751959,0.041526898228278271,0,234,13.042251941498364,0,1,0,0,0,2348,1978,1716,262,64,0,64,0,0.00024890629235052586,0.44026198817918782,2.2753472021511243,3.145741743481624e-05,0.011467835895539957,0.015106595896674291,7.6137634315127868e-07,0.00078079171705679575,0.0015243951409593393,0.0068908213848501987,3.6067316991492433,9.3804657485479339,0.016983807656855809,5.8417046001861586,21.73404954777169,0,0,1,4,0,64,36,32,1,0.5625,0.5,0.86754297269969671,0.016177957532861477,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.037296037296037296
MELI,universe/MELI/2026-07-01.parquet,ok,,robust,convex-dense,convex-dense,curve=convex-dense;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,759,0.98347472605160835,0.82608695652173914,0.064524054373658449,0.0057200925690376603,0,9,9.8876776938968405,0,1,0,0,0,4182,3727,3202,525,64,0,64,0,0.00088993767190292949,1.8606282807547814,5.9452066370154171,4.2439156653362176e-06,0.010658863995795964,0.015292943406053583,1.786989639537568e-07,0.00010626074543281194,0.00083717279010280476,0.0085234070272690587,1.7843185565176327,52.081232252539003,0.0048887390272440712,12.999283123417037,24.203802259359122,0,0,1,2,0,64,33,32,1,0.515625,0.5,0.85913603434397634,0.0085859940971290578,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.019987507807620236
META,universe/META/2026-07-01.parquet,ok,,fast,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,2475,0.94469345266019478,0.6330275229357798,0.46188526468718072,0.040157657866784296,105,33,0.46766002467637691,38,0,0,0,32,6762,5856,4833,1023,64,0,64,0,0.001609139706680196,1.434182409372454,4.4107573154007014,9.0851666258218167e-05,0.014001980716560336,0.028751341928372476,6.6771522340422843e-06,0.00058163456933016183,0.0021842328278028791,0.091588757976268198,28.621149183963919,536.47504765512303,0.01026036489496418,3.8528086542301025,9.4617553284739984,0,0,2,8,0,64,33,28,1,0.515625,0.4375,0.82530737704918034,0.0047814207650273225,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.01324229257190151
MRVL,universe/MRVL/2026-07-01.parquet,ok,,robust,c8-event,c8-event,curve=c8-event;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,472,0.86716163167776061,0.047619047619047616,2.6356352691981049,0.012541291645957428,13,53,2.5439732224755929,0,1,0,0,0,2768,2653,1893,760,64,0,64,0,0.00042438049277393475,0.024698395467837031,0.10346162096092826,3.3637216303006312e-05,0.0014953181054103704,0.0033800898440581317,2.4400833373039465e-06,0.00010859005690967466,0.0011017868557394194,0.012679856644503218,0.2345584040765516,8.9174222329796624,0.0095979176674880762,0.54739851487896685,1.7632630706952455,0,0,0,1,0,64,43,27,1,0.671875,0.421875,0.71353185073501701,0.010177157934413872,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.033808769149498152
MSFT,universe/MSFT/2026-07-01.parquet,ok,,fast,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,1576,0.9573346711409414,0.57499999999999996,0.34235013195724806,0.025771570731781185,32,19,0.13335454653752954,19,0,0,0,32,3648,3400,3336,64,64,0,64,0,1.395574832940838e-05,0.57863287979921552,1.2749627777875503,1.1396819833565941e-05,0.0089132965373925899,0.014768491744682422,4.0519075612029803e-07,0.00074569435954701031,0.0026421465619637357,0.013466094108803617,24.599066631833782,270.5656227690888,0.00047441101307299505,5.0467329537979424,24.18740544217971,0,0,2,5,0,64,38,34,1,0.59375,0.53125,0.98117647058823532,0.01,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.019184652278177457
MSTR,universe/MSTR/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,1547,0.77556478333028223,0.093457943925233641,4.8540677303620035,0.096468584509788749,134,250,1.7188992985661757,68,0,0,0,32,3680,3387,1496,1891,64,0,64,0,0.0042534558653315457,0.11567043857762371,0.21822967390750136,0.00035881509070412321,0.0048545291483061415,0.0057788776297184041,2.6922737645800748e-05,0.00043174952045013214,0.0062022990638834954,0.033958070090434944,0.62879125441882167,1.0554436165647871,0.0073722026466054302,0.13543595569188138,0.63173247140955624,0,0,0,0,0,64,33,11,1,0.515625,0.171875,0.44168881015648065,0.0032477118393858871,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.042780748663101602
MU,universe/MU/2026-07-01.parquet,ok,,robust,essvi,essvi,curve=essvi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,4867,0.72558868851547009,0.099137931034482762,3.7470057543149617,0.073791052942595692,475,787,20.373150885061051,38,0,0,0,32,11160,10447,7033,3414,64,0,64,0,5.271052367561424e-05,0.44078972594525112,0.76820208799063039,1.0764593064704897e-06,0.0025430977564611101,0.0067719194217529255,8.0506350956348338e-09,0.00013903263486732389,0.00027274661172686576,0.037387656104343137,4.5367825418016992,85.859400416854143,0.00036456896888381607,4.9668191692346113,15.37206987023194,0,0,0,1,0,64,37,33,1,0.578125,0.515625,0.67320761941227147,0.0031588015698286588,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.0090999573439499506
NBIS,universe/NBIS/2026-07-01.parquet,ok,,robust,c8-event,c8-event,curve=c8-event;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,130,0.98484848484848486,0.90909090909090906,0.049293949702040284,0.0036409388425409418,1,0,0.19991129724382972,0,1,0,0,0,2294,2238,640,1598,64,0,64,0,3.9915577062288321e-05,0.025765581010659844,0.057860812129121086,7.4422991402922634e-07,0.0010421267877791518,0.0020126297621637645,7.7540564758990516e-09,7.835231466772727e-05,0.00012910995497137615,0.00022472057791844691,0.10962803579121783,0.28490387038470999,0.00046448746863347878,0.48572131118016415,0.8914888151015532,0,0,0,0,0,64,53,39,1,0.828125,0.609375,0.28596961572832885,0.017426273458445041,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.10000000000000001
NFLX,universe/NFLX/2026-07-01.parquet,ok,,robust,svi,svi,curve=svi;prep=0;score=1;calendar_floor=1;query_tier=0;deam_cache=1,0,784,0.53361333927510401,0,25.620986496058332,0.033146412555857013,10,255,2.0845594264559848,0,1,0,0,0,3698,2960,2057,903,64,0,64,0,1.2948604816451735e-05,0.22805108553111353,0.69468273629030364,1.5785944205752578e-05,0.013539984876386968,0.033644911949315404,2.6156245682729774e-05,0.0033703960309666089,0.019036879817795425,0.0033945804432775617,3.1582725892388295,54.194557019291267,0.0019468379784466638,0.52968654611906629,1.7242864871293548,0,0,1,4,0,64,45,31,1,0.703125,0.484375,0.69493243243243241,0.010472972972972974,0.01,0.0050000000000000001,1.0000000000000001e-05,64,64,commit,0,0.031113271754982984
